backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,12.495421499988879,0.0,12.495421499988879,6.302292899999884,18.797714399988763,7.711728599999333,26.509442999988096,0.0,0.0,7.711728599999333,,0.96;1.43;2.23;3.07,20.487504163043067,20.310068419702034,45.82969999319175,0.0,45.82969999319175,46.48810000071535,,,,,,ac,2026-04-27_sq5_cl4096_ac_ar1,4096,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
