bundle,tag,precision,ctx,num_parts,pp_tokens,tg_tokens,pp_tps,tg_tps,pp_median_ms,tg_median_ms,load_s,per_part_load_s,first_decode_argmax,gen_text,runtime
qwen3-4b_w4a16_pathb_ctx512_x2e_v81,w4a16_ctx512,w4a16,512,4,256,128,5.264,5.215,182.61,187.74,17.3,3.3;3.3;2.8;7.7,13,". The 4-bit quantization is also used in the target model, which is a 135M parameter model. The target model is a 135M parameter model, and the draft model is a 7.5M parameter model. The 4-bit quantization is also used in the speculative decoding. The 4-bit quantization is also used in the Snapdragon X2 Elite Extreme. The 135M model is a 135 million parameter model. The 7.5M model is a 7.5 million parameter model. The 4-bit quantization is also used in",ort-qnn-1.24.4 + QAIRT-2.45 DLL
