backend,model,pp_tps,tg_tps,pp_tokens,tg_tokens,pp_time_s,tg_time_s,wall_s,mwh_before,mwh_after,mwh_drop,mean_w,n_power_samples,j_per_tok,power_state,ok,notes,env
gpu-vulkan,Qwen3.6-35B-A3B-MXFP4_MOE.gguf,,,0,0,,,617.1395671000009,,,,,0,,ac,False,llama-bench exit 4294967295,
