backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,17.8088508999208,0.0,17.8088508999208,8.314692200045101,26.1235430999659,18.21261029993184,44.33615339989774,0.0,0.0,18.21261029993184,,2.86;2.41;5.14;7.80,14.37487468667271,15.394436368829828,65.2295999461785,0.0,65.2295999461785,60.990249970927835,,,,,,ac,npuconc2_stream0_2026-04-25_ac,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
