backend,pp_tokens,tg_tokens,pp_wall_s,tg_wall_s,pp_tps,tg_tps,pp_median_ms,tg_median_ms,load_s,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn-ar1,256,128,25.089127599960193,12.171898599946871,10.203623022763301,10.516025823658989,89.0014500473626,88.39190000435337,20.750409899977967,,,,,,ac,npuconc4_stream0_2026-04-25_ac,512,"AR1 prefill + AR1 decode; same binary as Genie, driven through ORT-QNN 1.24.4"
