backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,384,3,0,96,0.16617159999987052,0.16617159999987052,0.0,3.1574181999994835,3.323589799999354,17.188822800001617,20.51241260000097,7.906892800000605,1.529613500000778,7.752316500000234,0.99;1.40;2.31;3.20,0.98;1.40;2.33;3.03,2310.864190994726,30.404588153705994,52.66420000043581,52.66420000043581,0.0,34.21219999972891,,,,,,ac,sidequest_phase0_npu_pp384,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
