backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,9.559892000048421,0.0,9.559892000048421,4.821329000056721,14.381221000105143,14.93736900005024,29.318590000155382,0.0,0.0,14.93736900005024,26.778545196818474,26.5486964275813,38.19794999435544,0.0,38.19794999435544,37.7953999559395,,,,,,ac,2026-04-25_ar1only_ac,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
