tag,k,max_rounds,max_committed,ctx_tier,prompt_tokens,stop_reason,rounds,n_committed,total_npu_pp_s,total_npu_tg_s,total_target_eval_s,total_target_rewind_s,target_prefill_s,total_loop_s,spec_decode_t_s,baseline_t_s,mean_accept_per_K
sq1c_python_k8,8,4,32,2048,34,max_rounds,4,7,6.076063200016506,1.2761496000166517,3.8928561999928206,0.6004351000010502,3.7890037999895867,11.938168299995596,0.5863546085208551,3.712666656829376,0.75
sq1c_json_k8,8,4,32,2048,85,max_committed,4,33,15.839017500024056,1.2865728000178933,3.9844785999739543,0.5822067000262905,9.813948600000003,21.696395899984054,1.5209899446951118,2.264600525355805,7.25
