backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,256,2,0,64,0.12495690000014292,0.12495690000014292,0.0,2.1653063000003385,2.2902632000004814,17.894809200000054,20.185072400000536,8.352507699999478,1.5414534000001368,8.00084810000044,1.25;1.48;2.16;3.45,0.97;1.42;2.35;3.26,2048.706393962296,29.5570192540381,62.07785000015065,62.07785000015065,0.0,34.51314999983879,,,,,,ac,sidequest_phase0_npu,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
