backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,tg_wall_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,load_s,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,9.30159199994523,4.7408247999846935,27.52217039851967,26.999521264825745,37.25200000917539,0.0,37.25200000917539,37.536550022196025,14.848616400035098,,,,,,ac,2026-04-25_ar1_iob_ac,512,AR128 prefill + AR1 decode + IOBinding; same binary as Genie via ORT-QNN 1.24.4
