timestamp,target,draft,backend,threads,draft_max,n_predict_req,prompt_idx,n_drafted,n_accept,accept_pct,decoded_tokens,decoded_seconds,decoded_tok_per_sec,encoded_tok_per_sec,wallclock_s
2026-04-20T13:24:09.9758200-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,0,210,187,89.048,258,5.878,43.895,135.846,11.1
2026-04-20T13:24:21.0798470-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,1,210,186,88.571,257,5.870,43.782,152.972,11.07
2026-04-20T13:24:34.1625321-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,2,273,165,60.440,257,8.090,31.766,138.485,13.08
2026-04-20T13:24:45.2645953-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,3,216,187,86.574,260,6.031,43.112,165.136,11.08
2026-04-20T13:24:56.3491543-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,4,210,187,89.048,258,5.981,43.138,113.081,11.07
2026-04-20T13:25:08.4533273-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,5,219,186,84.932,260,6.519,39.885,165.706,12.08
2026-04-20T13:25:19.5281905-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,6,219,186,84.932,260,6.372,40.805,178.129,11.06
2026-04-20T13:25:30.6235600-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,7,210,188,89.524,259,5.771,44.879,117.324,11.08
2026-04-20T13:25:41.7299893-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,8,228,181,79.386,258,6.331,40.755,176.885,11.1
2026-04-20T13:25:53.8159056-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,3,256,9,258,173,67.054,260,7.171,36.257,182.458,12.06
2026-04-20T13:26:04.9053971-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,0,232,201,86.638,260,6.120,42.484,149.810,11.08
2026-04-20T13:26:16.9886555-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,1,248,194,78.226,257,6.805,37.765,148.126,12.07
2026-04-20T13:26:31.0736533-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,2,324,179,55.247,261,8.594,30.369,147.301,14.08
2026-04-20T13:26:43.1553942-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,3,268,189,70.522,257,7.126,36.067,167.343,12.07
2026-04-20T13:26:55.2386530-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,4,240,197,82.083,258,6.644,38.832,112.269,12.07
2026-04-20T13:27:07.3588946-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,5,252,195,77.381,259,6.686,38.740,169.611,12.1
2026-04-20T13:27:19.4843787-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,6,256,194,75.781,259,6.814,38.008,178.383,12.11
2026-04-20T13:27:31.5824973-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,7,240,196,81.667,257,6.671,38.527,116.792,12.09
2026-04-20T13:27:43.6874324-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,8,260,194,74.615,260,7.113,36.551,176.178,12.09
2026-04-20T13:27:56.7775717-07:00,Qwen3-8B-Q4_K_M.gguf,Qwen3-0.6B-Q8_0.gguf,cpu,18,4,256,9,288,184,63.889,257,7.626,33.700,180.836,13.08
