backend,n_streams,pp_tokens,tg_tokens,engine_load_s,pp_wall_s,tg_wall_s,pp_aggregate_tps,tg_aggregate_tps,tg_per_stream_avg_tps,tg_step_ms_median,pp_step_ms_median,per_part_load_s,power_state,tag,note
npu-ortqnn-sidecar,4,256,128,14.956904700025916,38.19686739996541,19.00041069998406,26.808481158350887,26.94678594502326,26.98702580035463,38.01252497942187,38.012150005670264,1.68;2.37;4.47;6.44,ac,2026-04-25_ac,"single-process, shared 4 AR1 sessions, round-robin decode interleave"
