backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,384,0,384,127,14.244362500030547,0.0,14.244362500030547,4.661248100106604,18.905610600137152,14.768324899952859,33.67393550009001,0.0,0.0,14.768324899952859,,1.65;2.31;4.39;6.42,26.958033397365202,27.245921537001102,37.70134999649599,0.0,37.70134999649599,37.427500006742775,,,,,,ac,sweep_pp384_ar1,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
