backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,256,2,0,128,0.11508789996150881,0.11508789996150881,0.0,4.842135300044902,4.9572232000064105,35.78148650017101,40.738709700177424,14.781684200046584,6.250913200085051,14.748889100039378,2224.38675208792,26.434618627615183,57.07224999787286,57.07224999787286,0.0,38.532899983692914,,,,,,ac,2026-04-25_ar128swap_ac,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
