backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,256,2,0,128,0.12893709994386882,0.12893709994386882,0.0,4.697905199951492,4.826842299895361,36.04560700012371,40.87244930001907,14.93896380008664,6.328357000020333,14.778286200016737,1.62;2.38;4.49;6.44,1.61;2.33;4.44;6.40,1985.4642310975387,27.246186236648974,64.03700000373647,64.03700000373647,0.0,37.62529999949038,,,,,,ac,2026-04-25_ac,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
