backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,18.239088300033472,0.0,18.239088300033472,8.689785899943672,26.928874199977145,27.773268799996004,54.70214299997315,0.0,0.0,27.773268799996004,,4.67;3.92;6.03;13.15,14.035789277884586,14.729937132378566,69.07199998386204,0.0,69.07199998386204,63.45239997608587,,,,,,ac,npuconc4_stream2_2026-04-25_v3_ac,512,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
