backend,pp_tokens,tg_tokens,pp_wall_s,tg_wall_s,pp_tps,tg_tps,pp_median_ms,tg_median_ms,load_s,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn-ar1,256,128,17.8988793999888,8.697041899897158,14.302571366571707,14.717647847771504,65.02785003976896,62.95049999607727,24.601083099958487,,,,,,ac,npuconc4_stream1_2026-04-25_ac_v2,512,"AR1 prefill + AR1 decode; same binary as Genie, driven through ORT-QNN 1.24.4"
