backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,512,4,0,128,0.3985938999976497,0.3985938999976497,0.0,6.310980000009295,6.709573900006944,17.397463799992693,24.107037699999637,7.892466600009357,1.7021228999947198,7.802874299988616,0.99;1.48;2.27;3.13,0.97;1.46;2.24;3.13,1284.5153927418833,20.28211149453991,95.6707500081393,95.6707500081393,0.0,47.06820000137668,,,,,,ac,2026-04-27_sq5_cl4096_ac_ar128swap_pp512,4096,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
