backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar128,512,4,0,256,0.41163749999395804,0.41163749999395804,0.0,12.895169900002657,13.306807399996615,22.730115700003807,36.03692310000042,10.842314699999406,2.461840600000869,9.425960400003532,1.51;1.87;3.04;4.41,1.07;1.59;2.73;4.02,1243.8128207646657,19.852394500048213,102.42775000369875,102.42775000369875,0.0,47.71975000039674,,,,,,ac,cl4096_pp2048_2026-05-13,4096,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
