backend,pp_mode,pp_tokens,pp_ar128_calls,pp_ar1_steps,tg_tokens,pp_wall_s,pp_ar128_wall_s,pp_ar1_wall_s,tg_wall_s,compute_wall_s,swap_wall_s,total_wall_s,ar128_load_s,ar128_teardown_s,ar1_load_s,ar128_per_part_s,ar1_per_part_s,pp_tps,tg_tps,pp_median_ms,pp_ar128_median_ms,pp_ar1_median_ms,tg_median_ms,mwh_before,mwh_after,mwh_drop,mean_w,j_per_tok,power_state,tag,ctx_tier,note
npu-ortqnn,ar1,256,0,256,128,10.521883000008529,0.0,10.521883000008529,5.0897251999995206,15.61160820000805,7.938150100002531,23.54975830001058,0.0,0.0,7.938150100002531,,1.04;1.47;2.25;3.16,24.3302458314536,25.148705474317563,40.84045001218328,0.0,40.84045001218328,40.193900000303984,,,,,,ac,2026-04-27_sq5_cl2048_ac_ar1,2048,AR128 swap-mode prefill + AR1 decode + IOBinding; ORT-QNN 1.24.4
