timestamp,target,draft,backend,threads,draft_max,n_predict_req,prompt_idx,n_drafted,n_accept,accept_pct,decoded_tokens,decoded_seconds,decoded_tok_per_sec,encoded_tok_per_sec,wallclock_s
2026-04-21T19:39:57.805308-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,0,204,154,75.49,256,24.292,10.539,0.0,24.42
2026-04-21T19:40:23.070076-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,0,246,174,70.732,256,25.179,10.167,0.0,25.28
2026-04-21T19:40:52.149130-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,0,292,184,63.014,257,28.97,8.871,0.0,29.06
2026-04-21T19:41:33.039943-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,0,440,204,46.364,259,40.736,6.358,0.0,40.89
2026-04-21T19:41:55.527846-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,1,182,165,90.659,256,22.346,11.456,0.0,22.5
2026-04-21T19:42:18.418974-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,1,204,190,93.137,258,22.791,11.32,0.0,22.89
2026-04-21T19:42:42.799911-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,1,228,201,88.158,258,24.265,10.632,0.0,24.38
2026-04-21T19:43:10.910277-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,1,288,220,76.389,256,27.959,9.156,0.0,28.11
2026-04-21T19:43:34.023512-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,2,190,162,85.263,257,23.027,11.161,0.0,23.12
2026-04-21T19:43:57.747117-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,2,216,185,85.648,257,23.603,10.889,0.0,23.72
2026-04-21T19:44:23.349214-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,2,244,196,80.328,257,25.473,10.089,0.0,25.59
2026-04-21T19:44:54.566937-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,2,328,219,66.768,260,31.093,8.362,0.0,31.23
2026-04-21T19:45:18.482957-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,3,202,157,77.723,258,23.827,10.828,0.0,23.92
2026-04-21T19:45:43.796752-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,3,234,180,76.923,258,25.196,10.24,0.0,25.3
2026-04-21T19:46:12.605455-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,3,276,191,69.203,260,28.7,9.059,0.0,28.8
2026-04-21T19:46:49.781630-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,3,392,210,53.571,259,37.049,6.991,0.0,37.18
2026-04-21T19:47:13.731239-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,4,204,156,76.471,258,23.854,10.816,0.0,23.95
2026-04-21T19:47:39.719695-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,4,249,176,70.683,259,25.893,10.003,0.0,25.99
2026-04-21T19:48:08.970295-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,4,288,188,65.278,260,29.128,8.926,0.0,29.24
2026-04-21T19:48:48.558781-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,4,424,211,49.764,264,39.449,6.692,0.0,39.59
2026-04-21T19:49:12.622929-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,5,206,153,74.272,256,23.965,10.682,0.0,24.06
2026-04-21T19:49:39.330996-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,5,255,171,67.059,256,26.621,9.616,0.0,26.71
2026-04-21T19:50:09.228274-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,5,296,182,61.486,256,29.807,8.589,0.0,29.9
2026-04-21T19:50:52.471360-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,5,464,198,42.672,256,43.108,5.939,0.0,43.24
2026-04-21T19:51:16.569843-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,6,202,157,77.723,258,24.007,10.747,0.0,24.1
2026-04-21T19:51:43.478101-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,3,256,6,255,172,67.451,257,26.804,9.588,0.0,26.91
2026-04-21T19:52:12.245111-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,4,256,6,280,187,66.786,257,28.661,8.967,0.0,28.77
2026-04-21T19:52:51.311966-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,8,256,6,416,209,50.24,261,38.93,6.704,0.0,39.07
2026-04-21T19:53:14.627936-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,256,7,190,162,85.263,257,23.224,11.066,0.0,23.32
