timestamp,target,draft,backend,threads,draft_max,n_predict_req,prompt_idx,n_drafted,n_accept,accept_pct,decoded_tokens,decoded_seconds,decoded_tok_per_sec,encoded_tok_per_sec,wallclock_s
2026-04-21T20:43:02.733214-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,0,152,126,82.895,202,12.018,16.808,0.0,12.6
2026-04-21T20:43:14.286449-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,1,144,130,90.278,202,11.359,17.783,0.0,11.55
2026-04-21T20:43:26.025874-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,2,152,124,81.579,200,11.39,17.559,0.0,11.71
2026-04-21T20:43:38.413504-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,3,160,122,76.25,202,12.217,16.534,0.0,12.39
2026-04-21T20:43:50.792644-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,4,158,122,77.215,201,12.201,16.475,0.0,12.38
2026-04-21T20:44:02.530136-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,5,152,124,81.579,200,11.548,17.319,0.0,11.74
2026-04-21T20:44:19.893592-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,6,162,121,74.691,202,17.176,11.761,0.0,17.36
2026-04-21T20:44:41.106930-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,7,148,128,86.486,202,20.478,9.864,0.0,21.21
2026-04-21T20:45:02.906886-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,8,142,130,91.549,201,20.995,9.573,0.0,21.8
2026-04-21T20:45:25.945361-07:00,Qwen3-8B-Q4_K_M.gguf,qwen3_0_6b_draft_v81_ctx512.pathbmask.bin,npu-draft+cpu-target,18,2,200,9,158,121,76.582,200,21.973,9.102,0.0,23.04
