input log file location, C:\Users\hotschmoe\Documents\GitHub\specula\results\qualcomm_dissect\prof\clean_part1\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.45.40.260406130939
qnn-net-run version, v2.45.40.260406130939
Backend version, v2.45.40.260406130939
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
18154648133,EXECUTE,189,US,BACKEND,ROOT,QNN accelerator (execute) time
18154648133,EXECUTE,148,US,BACKEND,ROOT,Accelerator (execute) time
18154648133,EXECUTE,51,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154648133,EXECUTE,350,US,BACKEND,ROOT,QNN (execute) time
18154850313,EXECUTE,108,US,NETRUN,ROOT,Graph 4: prompt_ar128_cl2048_1_of_4
18154850313,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154850313,EXECUTE,98,US,BACKEND,ROOT,RPC (execute) time
18154850313,EXECUTE,92,US,BACKEND,ROOT,QNN accelerator (execute) time
18154850313,EXECUTE,76,US,BACKEND,ROOT,Accelerator (execute) time
18154850313,EXECUTE,55,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154850313,EXECUTE,105,US,BACKEND,ROOT,QNN (execute) time
18155000093,EXECUTE,88,US,NETRUN,ROOT,Graph 4: prompt_ar128_cl2048_1_of_4
18155000093,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155000093,EXECUTE,73,US,BACKEND,ROOT,RPC (execute) time
18155000093,EXECUTE,67,US,BACKEND,ROOT,QNN accelerator (execute) time
18155000093,EXECUTE,55,US,BACKEND,ROOT,Accelerator (execute) time
18155000093,EXECUTE,38,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155000093,EXECUTE,85,US,BACKEND,ROOT,QNN (execute) time
18155154186,EXECUTE,89,US,NETRUN,ROOT,Graph 4: prompt_ar128_cl2048_1_of_4
18155154186,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155154186,EXECUTE,76,US,BACKEND,ROOT,RPC (execute) time
18155154186,EXECUTE,69,US,BACKEND,ROOT,QNN accelerator (execute) time
18155154186,EXECUTE,56,US,BACKEND,ROOT,Accelerator (execute) time
18155154186,EXECUTE,40,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155154186,EXECUTE,85,US,BACKEND,ROOT,QNN (execute) time
18155308658,EXECUTE,81,US,NETRUN,ROOT,Graph 4: prompt_ar128_cl2048_1_of_4
18155308658,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155308658,EXECUTE,73,US,BACKEND,ROOT,RPC (execute) time
18155308658,EXECUTE,67,US,BACKEND,ROOT,QNN accelerator (execute) time
18155308658,EXECUTE,54,US,BACKEND,ROOT,Accelerator (execute) time
18155308658,EXECUTE,37,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155308658,EXECUTE,79,US,BACKEND,ROOT,QNN (execute) time
18155469740,EXECUTE,116,US,NETRUN,ROOT,Graph 4: prompt_ar128_cl2048_1_of_4
18155469740,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155469740,EXECUTE,76,US,BACKEND,ROOT,RPC (execute) time
18155469740,EXECUTE,67,US,BACKEND,ROOT,QNN accelerator (execute) time
18155469740,EXECUTE,54,US,BACKEND,ROOT,Accelerator (execute) time
18155469740,EXECUTE,38,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155469740,EXECUTE,106,US,BACKEND,ROOT,QNN (execute) time
18154678052,EXECUTE,165,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18154678052,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154678052,EXECUTE,126,US,BACKEND,ROOT,RPC (execute) time
18154678052,EXECUTE,50,US,BACKEND,ROOT,QNN accelerator (execute) time
18154678052,EXECUTE,31,US,BACKEND,ROOT,Accelerator (execute) time
18154678052,EXECUTE,3,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154678052,EXECUTE,160,US,BACKEND,ROOT,QNN (execute) time
18154878295,EXECUTE,134,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18154878295,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154878295,EXECUTE,125,US,BACKEND,ROOT,RPC (execute) time
18154878295,EXECUTE,40,US,BACKEND,ROOT,QNN accelerator (execute) time
18154878295,EXECUTE,26,US,BACKEND,ROOT,Accelerator (execute) time
18154878295,EXECUTE,3,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154878295,EXECUTE,132,US,BACKEND,ROOT,QNN (execute) time
18155030528,EXECUTE,154,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18155030528,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155030528,EXECUTE,130,US,BACKEND,ROOT,RPC (execute) time
18155030528,EXECUTE,34,US,BACKEND,ROOT,QNN accelerator (execute) time
18155030528,EXECUTE,20,US,BACKEND,ROOT,Accelerator (execute) time
18155030528,EXECUTE,2,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155030528,EXECUTE,151,US,BACKEND,ROOT,QNN (execute) time
18155182140,EXECUTE,179,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18155182140,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155182140,EXECUTE,168,US,BACKEND,ROOT,RPC (execute) time
18155182140,EXECUTE,34,US,BACKEND,ROOT,QNN accelerator (execute) time
18155182140,EXECUTE,20,US,BACKEND,ROOT,Accelerator (execute) time
18155182140,EXECUTE,2,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155182140,EXECUTE,176,US,BACKEND,ROOT,QNN (execute) time
18155336695,EXECUTE,193,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18155336695,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155336695,EXECUTE,167,US,BACKEND,ROOT,RPC (execute) time
18155336695,EXECUTE,34,US,BACKEND,ROOT,QNN accelerator (execute) time
18155336695,EXECUTE,20,US,BACKEND,ROOT,Accelerator (execute) time
18155336695,EXECUTE,2,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155336695,EXECUTE,187,US,BACKEND,ROOT,QNN (execute) time
18155497984,EXECUTE,126,US,NETRUN,ROOT,Graph 5: token_ar1_cl2048_1_of_4
18155497984,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18155497984,EXECUTE,107,US,BACKEND,ROOT,RPC (execute) time
18155497984,EXECUTE,34,US,BACKEND,ROOT,QNN accelerator (execute) time
18155497984,EXECUTE,19,US,BACKEND,ROOT,Accelerator (execute) time
18155497984,EXECUTE,2,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18155497984,EXECUTE,121,US,BACKEND,ROOT,QNN (execute) time
18154699015,EXECUTE,297,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
18154699015,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18154699015,EXECUTE,282,US,BACKEND,ROOT,RPC (execute) time
18154699015,EXECUTE,188,US,BACKEND,ROOT,QNN accelerator (execute) time
18154699015,EXECUTE,145,US,BACKEND,ROOT,Accelerator (execute) time
18154699015,EXECUTE,51,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18154699015,EXECUTE,295,US,BACKEND,ROOT,QNN (execute) time
18154880370,EXECUTE,130,US,NETRUN,ROOT,Graph 6: prompt_ar128_cl3072_1_of_4
