input log file location, C:\Users\hotschmoe\Documents\GitHub\specula\results\qualcomm_dissect\prof\clean_part4\qnn-profiling-data_0.log
qnn-profile-viewer version, v2.45.40.260406130939
qnn-net-run version, v2.45.40.260406130939
Backend version, v2.45.40.260406130939
Msg Timestamp, Message, Time, Unit of Measurement, Timing Source, Event Level, Event Identifier
18175903606,INIT,2197994,US,NETRUN,ROOT,null
18175903606,INIT,1063963,US,BACKEND,ROOT,RPC (load binary) time
18175903606,INIT,1032378,US,BACKEND,ROOT,QNN accelerator (load binary) time
18175903606,INIT,109483,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,65484,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,111137,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,66507,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,125882,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,76145,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,128649,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,85427,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,151920,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,108351,US,BACKEND,ROOT,Accelerator (load binary) time
18175903606,INIT,2197965,US,BACKEND,ROOT,QNN (load binary) time
0,COMPOSE GRAPHS,0,US,NETRUN,ROOT,null
18239899411,DE-INIT,1008463,US,NETRUN,ROOT,null
18239899411,DE-INIT,2249,US,BACKEND,ROOT,RPC (deinit) time
18239899411,DE-INIT,1681,US,BACKEND,ROOT,QNN Accelerator (deinit) time
18239899411,DE-INIT,196,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,97,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,104,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,93,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,155,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,195,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,101,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,91,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,95,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,506,US,BACKEND,ROOT,Accelerator (deinit) time
18239899411,DE-INIT,1008444,US,BACKEND,ROOT,QNN (deinit) time
18176142595,EXECUTE,22734,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18176142595,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18176142595,EXECUTE,22642,US,BACKEND,ROOT,RPC (execute) time
18176142595,EXECUTE,21562,US,BACKEND,ROOT,QNN accelerator (execute) time
18176142595,EXECUTE,21321,US,BACKEND,ROOT,Accelerator (execute) time
18176142595,EXECUTE,20729,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18176142595,EXECUTE,22713,US,BACKEND,ROOT,QNN (execute) time
18188271098,EXECUTE,21383,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18188271098,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18188271098,EXECUTE,21323,US,BACKEND,ROOT,RPC (execute) time
18188271098,EXECUTE,20872,US,BACKEND,ROOT,QNN accelerator (execute) time
18188271098,EXECUTE,20689,US,BACKEND,ROOT,Accelerator (execute) time
18188271098,EXECUTE,20596,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18188271098,EXECUTE,21373,US,BACKEND,ROOT,QNN (execute) time
18198337165,EXECUTE,21549,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18198337165,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18198337165,EXECUTE,21489,US,BACKEND,ROOT,RPC (execute) time
18198337165,EXECUTE,21201,US,BACKEND,ROOT,QNN accelerator (execute) time
18198337165,EXECUTE,21016,US,BACKEND,ROOT,Accelerator (execute) time
18198337165,EXECUTE,20922,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18198337165,EXECUTE,21540,US,BACKEND,ROOT,QNN (execute) time
18208384603,EXECUTE,21562,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18208384603,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18208384603,EXECUTE,21508,US,BACKEND,ROOT,RPC (execute) time
18208384603,EXECUTE,21150,US,BACKEND,ROOT,QNN accelerator (execute) time
18208384603,EXECUTE,20962,US,BACKEND,ROOT,Accelerator (execute) time
18208384603,EXECUTE,20864,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18208384603,EXECUTE,21553,US,BACKEND,ROOT,QNN (execute) time
18218463505,EXECUTE,21054,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18218463505,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18218463505,EXECUTE,21002,US,BACKEND,ROOT,RPC (execute) time
18218463505,EXECUTE,20658,US,BACKEND,ROOT,QNN accelerator (execute) time
18218463505,EXECUTE,20471,US,BACKEND,ROOT,Accelerator (execute) time
18218463505,EXECUTE,20378,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18218463505,EXECUTE,21044,US,BACKEND,ROOT,QNN (execute) time
18228524871,EXECUTE,21175,US,NETRUN,ROOT,Graph 0: prompt_ar128_cl512_4_of_4
18228524871,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18228524871,EXECUTE,21137,US,BACKEND,ROOT,RPC (execute) time
18228524871,EXECUTE,20850,US,BACKEND,ROOT,QNN accelerator (execute) time
18228524871,EXECUTE,20668,US,BACKEND,ROOT,Accelerator (execute) time
18228524871,EXECUTE,20575,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18228524871,EXECUTE,21170,US,BACKEND,ROOT,QNN (execute) time
18178234175,EXECUTE,12850,US,NETRUN,ROOT,Graph 1: token_ar1_cl512_4_of_4
18178234175,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18178234175,EXECUTE,12771,US,BACKEND,ROOT,RPC (execute) time
18178234175,EXECUTE,11533,US,BACKEND,ROOT,QNN accelerator (execute) time
18178234175,EXECUTE,11360,US,BACKEND,ROOT,Accelerator (execute) time
18178234175,EXECUTE,10751,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18178234175,EXECUTE,12834,US,BACKEND,ROOT,QNN (execute) time
18190200639,EXECUTE,12911,US,NETRUN,ROOT,Graph 1: token_ar1_cl512_4_of_4
18190200639,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18190200639,EXECUTE,12830,US,BACKEND,ROOT,RPC (execute) time
18190200639,EXECUTE,11458,US,BACKEND,ROOT,QNN accelerator (execute) time
18190200639,EXECUTE,11272,US,BACKEND,ROOT,Accelerator (execute) time
18190200639,EXECUTE,10675,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18190200639,EXECUTE,12892,US,BACKEND,ROOT,QNN (execute) time
18200267594,EXECUTE,12804,US,NETRUN,ROOT,Graph 1: token_ar1_cl512_4_of_4
18200267594,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18200267594,EXECUTE,12718,US,BACKEND,ROOT,RPC (execute) time
18200267594,EXECUTE,11451,US,BACKEND,ROOT,QNN accelerator (execute) time
18200267594,EXECUTE,11259,US,BACKEND,ROOT,Accelerator (execute) time
18200267594,EXECUTE,10658,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18200267594,EXECUTE,12785,US,BACKEND,ROOT,QNN (execute) time
18210315531,EXECUTE,12757,US,NETRUN,ROOT,Graph 1: token_ar1_cl512_4_of_4
18210315531,EXECUTE,8,COUNT,BACKEND,ROOT,Number of HVX threads used
18210315531,EXECUTE,12681,US,BACKEND,ROOT,RPC (execute) time
18210315531,EXECUTE,11481,US,BACKEND,ROOT,QNN accelerator (execute) time
18210315531,EXECUTE,11285,US,BACKEND,ROOT,Accelerator (execute) time
18210315531,EXECUTE,10696,US,BACKEND,ROOT,Accelerator (execute excluding wait) time
18210315531,EXECUTE,12741,US,BACKEND,ROOT,QNN (execute) time
